movie_id,keywords
82459,"bounty hunter,based on novel or book,father murder,loss of loved one,texas ranger,arkansas,alcoholism,betrayal,eye patch"
82461,"artificial intelligence (a.i.),computer program,secret identity,dystopia,simulation,super computer,utopia,deception,computer simulation,sequel,computer game,80s style,autocracy,light cycle"
82499,"love triangle,baseball,aftercreditsstinger"
82527,"suicide,canada,jealousy,politically incorrect"
82534,"stock price,corporate,carpenter,job hunting"
82641,"martial arts,kung fu,ambush,sword,teacher,love,snow,duel,attempted rape,one armed man,wuxia,physical disability,severed arm"
82667,"psychopath,cemetery,police chief,secret agent,revenge,murder,serial killer,mercilessness,severed head,brutality,cannibal,tracking device,south korea,sadistic killer"
82684,"nightmare,dark comedy,haunting,surreal,mockumentary,trailer trash,vhs,molestation,found footage,imaginative,nashville,special interest,memorable"
82744,"prisoner,police,hitman,cop,revenge,driver"
82765,"martial arts,showdown,escape,general,musician,slavery,duel,soldier,dark hero,samurai sword"
82767,"loss of loved one,support group,trauma,marriage,based on play or musical,grief,memory,crying,parking lot,therapy,car seat,death of a child"
82848,"silent film,short film"
82852,"nurse,cat,father-in-law,vomit,viagra,overbearing father,duringcreditsstinger"
82854,"princess,journalist,forbidden love,royal court"
82857,"wilderness,woman director"
83086,"musical,los angeles, california,burlesque,burlesque dancer,dancers,dancing girls"
83132,"based on novel or book,cat,forest,based on children's book,little people,dollhouse,anime"
83134,"countryside,west virginia,cabin,chainsaw,misunderstanding,accidental death,hillbilly,violent death,killer,held captive,old friends,isolated house,disturbed teenager,captured woman,country bumpkin,horror comedy,teens"
83177,"picnic,sandwich,bear"
83270,"strike,based on true story,essex,labor strike,machinist,aftercreditsstinger,duringcreditsstinger,discrimination,government minister,1960s,women's rights,sexual discrimination"
83349,"martial arts,assassin,bomb,superhero,nightclub,vandalism,training,knife,trap,playboy,revenge,kato,meth lab"
83369,"escape,world war ii,soviet union,anti-communism,india,gulag,american,thug,based on memoir or autobiography,communism,political repression,ussr"
83374,"small town,assassin,forest,deception,revenge,super speed,19th century"
83480,"witch,hero,ambush,fight,ritual,inquisition,monk,horse,knife,knight,middle ages (476-1453),catholic church,14th century"
83601,"razor,sensuality,gloves,bitterness,woman director"
83613,"spacecraft,sheriff,robbery,escape,arizona,laser,apache nation,native american,based on comic,alien,outlaw,ufo,gunfight,creature,alien invasion,19th century"
83796,"prison,france,airport,escape,police,judge,chase,investigation,murder,shootout,hospital,parents,husband,innocent"
83803,"short film,короткометражка pixar"
83910,"chicago, illinois,adultery,infidelity,truth,married couple,male friendship,dilemma,engine,love,dating,unmarried couple,moral dilemma,caught,gambling addiction,secret investigation,affair,best friends,secrets,business partners,wife cheating on husband,longtime friends"
83969,argentina
83976,"northern england,countryside,restaurant,road trip,buddy,on the road"
84152,"new york city,medicine,politician,iq,pill,stalking,superhuman,writer,drugs,threat,knowledge,nootropics,mind booster"
84156,"remoteness,wilderness,snow,dog sled,siberia"
84187,"post-apocalyptic future,alien,anthropomorphism,tragedy,mecha,giant robot,piloted robot,apocalypse,alien invasion,alternate version,alien monster,angst,shounen,anime,father son conflict,based on tv series,human enhancement,post-apocalyptic"
84189,"rape,fondling,remake,revenge,writer,garden shears,rape and revenge,emasculation"
84240,"demonstration,water supply,water shortage,documentary filmmaking,political protest,woman director,post colonialism,civil unrest,quechua indian,cochabamba bolivia"
84246,"new york city,homeless person,holiday,new year's day,mansion,millionaire,bum,assumed identity,manhattan, new york city,homeless man,squatting,christmas"
84273,communism
84374,"parent child relationship,casual meeting,sexual humor,student of medicine,friends,open relationship,best friend,valentine's day,casual sex,friends in love,duringcreditsstinger,fling,father son conflict"
84392,"california,prostitute,based on novel or book,judge,attempted murder,video surveillance,jury,playboy,private investigator,lawyer,crime scene,motorcycle gang,courtroom,defense attorney,divorced father,uncover truth,courtroom drama,car driver,innocent in jail,murder of a prostitute,legal thriller,defense lawyer,attorney client privilege,high-profile client"
84414,"sun,superhero,cartoon,super power,death,superhuman strength"
84512,"romance,pre-code,gold digger,escort girl,illicit affair"
84523,"samurai,based on novel or book,yakuza,ronin,jidaigeki"
84553,based on comic
84601,"hotel,taxi,coma,taxi driver,prince,briefcase,hospital,stolen identity"
84615,"hotel,infidelity,friendship,insurance salesman,iowa,one-night stand,swimming pool,drinking,naive,duringcreditsstinger"
84637,"garden,villain,forbidden love,kiss,based on play or musical,orchid,love,animate statue"
84696,"heart attack,black humor,autopsy,murder,cruelty,anti villain,grave digger"
84716,"isolation,suicide attempt,loneliness,castaway,isolated island,seoul, south korea,han river"
84772,"san diego, california,alien,area 51,alien space craft,duringcreditsstinger,1980s"
84799,"experiment,supernatural"
84844,"serious,direct"
84942,"race against time,kidnapping,surrealism,satanic cult,escaped from hell,good versus evil"
84944,"hero,gunslinger,sheriff,nevada,mayor,pet,native american,water supply,outlaw,water shortage,spirit,mariachi,disillusionment,desert,construction,frontier town,small western town,animal life,animal protagonist,old west,high noon"
84950,"becoming an adult,lie,deception,sister,friends,best friend"
84952,"japan,child murder,teacher,middle school,murder mystery,grieving mother"
84954,"hotel,future,plan,dancer,hat,marriage,senator,kiss,politician,honesty,alone,speech,fate,foot chase,covert agency,courthouse,political campaign,destiny,based on short story"
85020,"chicago, illinois,research,martial arts,assassin,prostitute,airport,mentor,new orleans, louisiana,training,car crash,elite,remake,security,set up,mentor protégé relationship,contractor,vengeance,avenging son,colombia,suspenseful,foreboding,ominous"
85022,"husband wife relationship,freedom,marriage,daydream,friends"
85025,"roman empire,scotland,slavery,eagle,ancient rome,honor,disappearance,ancient world,britain,slave,scottish highlands,2nd century,hadrian’s wall"
85056,"based on novel or book,secret identity,heroism,alien,teenage boy,super power,teenage hero,interspecies romance,based on young adult novel,teenager,suspenseful,bold"
85131,"hero,saving the world,chaos,marine corps,retirement,meteor,space invasion,alien,survival,battlefield,sergeant,los angeles, california,battle,alien invasion,u.s. marine,escapade,heroic mission,evil alien"
85179,"card game,artificial intelligence (a.i.),computer,hacker,virtual reality,family holiday,adult animation,anime"
85213,"faith,loneliness,self-doubt,confined,complex,race relations"
85259,cartoon donkey
85261,"rescue,alien,martian,alien abduction,alien invasion,based on children's book,duringcreditsstinger,disgusted,pretentious"
85295,"friends,summer vacation"
85316,short film
85334,"undercover agent,diamond,hawaii,bikini,sexploitation,illegal drugs,dea agent,jacuzzi"
85342,"police,drug trafficking,penitentiary,jail,torture,execution,drugs,criminal,duringcreditsstinger"
85367,"friendship,hawaii,assistant,plastic surgery,romantic comedy,waterfall,falling in love,older man younger woman relationship,young woman,family vacation,single mother,plastic surgeon,divorced,schoolteacher,rich man,favor,elaborate ruse,pretending to be wife,pretend marriage,backstory,lies to cover lies,pretend family,sorority sister"
85394,"southern france,cave,cave painting,prehistory,scientist"
85397,"winter,fairy tale,hood,werewolf,aftercreditsstinger,duringcreditsstinger,woman director,red riding hood"
85399,"undercover,fbi,sequel,disguise,impersonation,duringcreditsstinger"
85401,"drug dealer,bomb,gun,superhero,dark comedy,gore,comic book,vigilante,comic book shop,comic book collector,dinner,police officer,cosplay,duringcreditsstinger"
85412,"hunter,cave,mountain,wilderness,forest,woods,mockumentary,secret government organization,hunting trip,wildlife,conspiracy,troll,cryptozoology,found footage,norse mythology,aftercreditsstinger,folk horror,bear hunters,norwegian folklore"
85414,"race against time,bomb,virtual reality,identity,investigation,bomber,suspicion,surrealism,time loop,soldier,helicopter pilot,augmented reality,action"
85438,"friendship,prayer,smoking,painting,man woman relationship,love,rural area,snow,memory,orphan,cruelty,free will,guardian,wedding ceremony,ward"
85510,"escape,asylum,brothel,dragon,robot,inmate,alternative,lobotomy,rape culture"
85565,"competition,snowboarding,austria,birthday party,chalet,snowboarding competition,snow skiing,alps mountains,ski resort,engagement party"
85736,"space,robot,outer space,spaceship,short film,короткометражка pixar"
85774,"sports car,competition,champion,biography,rivalry,archive footage,teammate,driver,sports documentary,sport competition,talent competition,legacy,formula one (f1),motorsport,portrait of a sportsman,documentary,car racing"
85788,"medium,evil spirit,house warming,aftercreditsstinger,insidious,supernatural power,distressing"
85796,"prostitute,shotgun,dystopia,pimp,vigilante,massacre,brutality,white suit,psychotronic"
85881,"new jersey,sports,coach,lawyer,wrestling coach"
85885,"hotel,hotel room,rome, italy,female friendship,one-night stand,lesbian sex,based on movie,lying,erotic movie,intimacy,gay theme,lesbian"
86000,"farm,new zealand,maori,goat,coming of age,grief,dead mother,duringcreditsstinger,1980s,kids on their own,father son relationship"
86014,"based on novel or book,sibling rivalry,middle school,based on children's book"
86028,"vomit,food poisoning"
86059,"coup d'etat,villain,slacker,easter,easter bunny,aftercreditsstinger,live action and animation,illumination,chick"
86068,"santa claus,male friendship,children gang,geek,amusement park,evil woman,christmas,1980s"
86142,"suicide,mission,japan,assassin,samurai,immortality,swordsman,massacre,battle,samurai sword,seppuku,code of honor,ronin,kimono,jidaigeki,edo period,warrior,19th century,harakiri,bakumatsu"
86190,"assassin,berlin, germany,strong woman,self sacrifice,empowerment,killing,feminism,warrior woman,secret agent,coming of age,teenage girl,female protagonist,finland,duringcreditsstinger,female empowerment"
86279,"energy,environment,nuclear storage"
86286,"monster,cartoon,milliionaire"
86290,"biography,conspiracy theory,dead man,joke telling,stand-up comedian"
86293,"new york city,chauffeur,nanny,romantic comedy,playboy,remake,inheritance,billionaire,nail gun,overbearing mother,man child,drunk,duringcreditsstinger"
86295,"rescue,mask,sheriff,jealousy,dark comedy,victim,knife,self-inflicted injury,sequel,sociopath,murder,house party,teen movie,serial killer,author,hospital,slasher,home invasion,self-referential,cousin cousin relationship,phone call,satirical,millennials,publicist,fame-seeking,new generation,return to hometown,masked killer,remakes"
86298,"rio de janeiro,pet,villain,carnival,parrot,musical,canary,jungle,samba,animals,duringcreditsstinger,pets,cartoon bird,brazil,smugglers"
86320,"depression,suicide,nihilism,wedding reception,wedding planner,surrealism,end of the world,wealth,mansion,power outage,destruction of planet,sister sister relationship"
